,city,tmpd,dptp,date,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
3927,chic,61.0,51.875,1997-10-02,,56.5,15.114492754,30.010416667
3928,chic,73.0,60.75,1997-10-03,,68.0,30.458333333,32.414855072
3929,chic,68.0,55.75,1997-10-04,,42.5,18.282407407,29.604166667
3930,chic,70.0,54.875,1997-10-05,,45.0,28.851851852,24.208333333
3931,chic,70.5,56.375,1997-10-06,,66.5,21.24537037,41.479166667
3932,chic,73.5,58.875,1997-10-07,,54.416666667,19.752415459,41.027044513
3933,chic,72.5,60.375,1997-10-08,,65.0,32.2568438,27.65625
3934,chic,64.0,44.75,1997-10-09,,35.0,15.860708535,22.056612319
3935,chic,59.0,47.25,1997-10-10,,36.5,9.1944444444,28.833333333
3936,chic,61.5,44.25,1997-10-11,,25.5,18.49537037,28.041666667
3937,chic,70.0,56.125,1997-10-12,,34.5,31.922705314,17.042572464
3938,chic,59.5,39.375,1997-10-13,,20.083333333,13.226851852,14.947916667
3939,chic,42.5,30.25,1997-10-14,,16.5,8.5785024155,19.760416667
3940,chic,42.5,36.75,1997-10-15,,39.5,4.3582930757,35.5625
3941,chic,47.5,38.5,1997-10-16,,35.0,8.6115136876,31.442564229
3942,chic,45.5,39.25,1997-10-17,,37.5,7.2973027375,36.112058081
3943,chic,44.5,36.375,1997-10-18,,40.0,7.4583333333,33.958333333
3944,chic,50.0,45.25,1997-10-19,,35.0,14.587962963,24.722222222
3945,chic,45.5,32.625,1997-10-20,,17.0,7.0404589372,23.943910256
3946,chic,42.5,20.625,1997-10-21,,24.0,10.376610306,20.94067029
3947,chic,36.0,23.5,1997-10-22,,27.0,12.430207876,24.982007576
3948,chic,44.5,31.25,1997-10-23,,43.5,3.9094202899,28.75625
3949,chic,46.0,44.375,1997-10-24,,31.5,1.5416666667,28.1875
3950,chic,47.0,37.875,1997-10-25,,21.230769231,16.259259259,14.885416667
3951,chic,40.0,36.0,1997-10-26,,7.5,22.939814815,8.9270833333
3952,chic,32.5,25.571428571,1997-10-27,,14.0,12.394927536,25.4375
3953,chic,39.0,36.125,1997-10-28,,30.5,6.0169082126,27.761363636
3954,chic,44.0,36.0,1997-10-29,,44.5,3.7073268921,36.454257246
3955,chic,51.0,50.25,1997-10-30,,44.5,12.56884058,30.244565217
3956,chic,59.5,52.5,1997-10-31,,36.384615385,11.821658615,24.152173913
3957,chic,50.0,36.125,1997-11-01,,18.5,8.2916666667,14.677083333
3958,chic,38.5,30.125,1997-11-02,,8.0,9.2395833333,11.708333333
3959,chic,36.5,34.125,1997-11-03,,17.0,2.34375,18.354166667
3960,chic,39.0,35.25,1997-11-04,,20.0,1.3854166667,18.288496377
3961,chic,40.0,40.5,1997-11-05,,28.5,3.3768115942,23.236413043
3962,chic,45.0,39.875,1997-11-06,,21.153846154,6.8842592593,19.78125
3963,chic,43.0,35.25,1997-11-07,,12.5,15.229166667,20.375
3964,chic,44.0,34.125,1997-11-08,,17.0,11.270833333,25.447916667
3965,chic,42.5,34.875,1997-11-09,,26.0,5.2708333333,23.71875
3966,chic,36.5,22.125,1997-11-10,,16.5,4.9166666667,26.323369565
3967,chic,28.5,18.25,1997-11-11,,24.5,3.9375,28.0625
3968,chic,26.5,16.75,1997-11-12,,28.153846154,5.5217391304,27.916213768
3969,chic,31.5,22.25,1997-11-13,,31.0,7.0416666667,29.371376812
3970,chic,36.0,31.25,1997-11-14,,14.0,13.083333333,26.625
3971,chic,29.0,24.375,1997-11-15,,15.0,5.2083333333,26.895833333
3972,chic,22.0,14.0,1997-11-16,,12.5,12.395833333,23.020833333
3973,chic,25.5,24.0,1997-11-17,,37.0,4.4791666667,30.114583333
3974,chic,32.0,25.125,1997-11-18,,36.307692308,4.0833333333,28.942934783
3975,chic,27.5,22.625,1997-11-19,,42.0,2.5652173913,32.453227931
3976,chic,33.5,37.5,1997-11-20,,50.0,0.9565217391,35.520833333
3977,chic,35.5,29.625,1997-11-21,,19.0,16.9375,21.510416667
3978,chic,34.5,25.625,1997-11-22,,30.0,8.25,23.583333333
3979,chic,26.0,20.75,1997-11-23,,18.5,10.145833333,19.083333333
3980,chic,26.5,17.125,1997-11-24,,31.846153846,4.8541666667,34.58740942
3981,chic,47.0,41.25,1997-11-25,,44.0,7.4538043478,27.922424948
3982,chic,43.0,23.625,1997-11-26,,33.0,6.5625,26.734848485
3983,chic,37.5,39.0,1997-11-27,,23.0,3.8125,23.916666667
3984,chic,49.0,45.25,1997-11-28,,28.0,2.6458333333,20.0
3985,chic,45.5,47.125,1997-11-29,,41.0,3.1875,16.71875
3986,chic,42.0,31.875,1997-11-30,,16.230769231,13.0,11.895833333
3987,chic,37.0,31.125,1997-12-01,,6.0,19.375,16.762310606
3988,chic,36.5,30.0,1997-12-02,,25.0,7.0235507246,24.913949275
3989,chic,36.5,32.75,1997-12-03,,29.5,1.4375,23.418560606
3990,chic,32.0,21.375,1997-12-04,,15.5,4.8125,20.728713768
3991,chic,26.0,17.375,1997-12-05,,22.0,4.2083333333,17.71875
3992,chic,28.5,25.75,1997-12-06,,19.538461538,6.7916666667,18.333333333
3993,chic,30.0,27.0,1997-12-07,,17.5,6.9375,17.739583333
3994,chic,28.5,26.875,1997-12-08,,25.5,4.3333333333,21.175724638
3995,chic,33.0,30.625,1997-12-09,,41.5,1.6458333333,24.446022727
3996,chic,34.5,31.0,1997-12-10,,10.0,11.1875,24.108242754
3997,chic,33.5,25.0,1997-12-11,,13.5,15.22826087,28.591938406
3998,chic,27.5,21.25,1997-12-12,,25.076923077,7.7989130435,25.270833333
3999,chic,26.5,22.25,1997-12-13,,28.5,4.8333333333,24.958333333
4000,chic,31.0,25.875,1997-12-14,,35.5,3.1458333333,33.71875
4001,chic,37.5,30.875,1997-12-15,,40.5,2.5416666667,30.419507576
4002,chic,39.0,30.0,1997-12-16,,42.0,2.5625,32.15625
4003,chic,37.0,26.5,1997-12-17,,40.5,5.2916666667,43.367753623
4004,chic,38.5,32.75,1997-12-18,,44.416666667,1.6956521739,31.25
4005,chic,40.5,33.125,1997-12-19,,53.0,1.6875,37.506628788
4006,chic,33.0,23.875,1997-12-20,,15.5,6.3958333333,23.53125
4007,chic,32.5,25.0,1997-12-21,,16.5,15.520833333,19.479166667
4008,chic,34.5,33.0,1997-12-22,,19.5,5.625,22.979166667
4009,chic,34.0,27.625,1997-12-23,,36.5,1.9673913043,24.770833333
4010,chic,34.0,31.5,1997-12-24,,31.846153846,5.6458333333,21.760416667
4011,chic,30.5,24.5,1997-12-25,,18.0,5.5,19.052083333
4012,chic,28.5,23.75,1997-12-26,,26.5,3.5416666667,19.421195652
4013,chic,23.0,13.75,1997-12-27,,19.5,3.6875,31.010416667
4014,chic,25.5,28.75,1997-12-28,,23.5,3.5833333333,22.697916667
4015,chic,29.5,23.625,1997-12-29,,22.5,2.0878623188,26.145833333
4016,chic,21.5,17.25,1997-12-30,,23.076923077,4.1992753623,30.788043478
4017,chic,18.0,5.25,1997-12-31,,24.5,8.6041666667,29.318387681
4018,chic,28.0,22.5,1998-01-01,,23.0,12.819444444,17.883333333
4019,chic,44.0,35.9,1998-01-02,,28.0,8.4305555556,21.425
4020,chic,47.0,46.9,1998-01-03,,23.5,10.319444444,16.025
4021,chic,45.0,40.0,1998-01-04,,12.0,7.1111111111,13.883333333
4022,chic,48.0,46.7,1998-01-05,11.5,20.615384615,2.8000109794,20.916073781
4023,chic,43.0,41.1,1998-01-06,,30.0,5.3888888889,19.95530303
4024,chic,38.0,34.2,1998-01-07,,6.0,14.138888889,11.422826087
4025,chic,34.0,30.8,1998-01-08,,4.5,15.964371981,14.633333333
4026,chic,25.0,25.3,1998-01-09,,20.0,10.277777778,20.28442029
4027,chic,12.0,2.8,1998-01-10,,23.5,11.125,16.458333333
4028,chic,18.0,7.1,1998-01-11,10.2,30.75,5.7083333333,28.475
4029,chic,23.0,20.6,1998-01-12,,27.0,2.1944444444,24.908333333
4030,chic,7.0,-6.0,1998-01-13,,41.5,6.2107487923,33.917424242
4031,chic,17.0,15.4,1998-01-14,,46.5,9.0694444444,28.951515152
4032,chic,28.0,23.1,1998-01-15,,30.0,3.4861111111,30.745454545
4033,chic,28.0,23.6,1998-01-16,,19.5,8.4190821256,23.685507246
4034,chic,23.0,21.9,1998-01-17,38.1,32.461538462,3.1805555556,25.3
4035,chic,16.0,13.5,1998-01-18,,41.5,3.6388888889,31.216666667
4036,chic,24.0,19.1,1998-01-19,,44.5,1.6805555556,35.15
4037,chic,26.0,21.3,1998-01-20,,51.5,3.5307971014,35.375
4038,chic,31.0,26.8,1998-01-21,,42.0,5.125,24.725
4039,chic,32.0,29.9,1998-01-22,,39.0,1.7946859903,26.485507246
4040,chic,28.0,25.8,1998-01-23,33.95,38.692307692,1.75,29.376298701
4041,chic,28.0,24.2,1998-01-24,,44.5,2.2222222222,35.166666667
4042,chic,28.0,22.9,1998-01-25,,24.0,8.5555555556,23.816666667
4043,chic,31.0,28.6,1998-01-26,,38.0,1.6666666667,31.525
4044,chic,33.0,30.4,1998-01-27,,34.0,1.4734299517,36.417391304
4045,chic,36.0,32.5,1998-01-28,,34.0,1.2234299517,33.193115942
4046,chic,37.0,30.6,1998-01-29,21.4,30.166666667,3.0972222222,30.316666667
4047,chic,31.0,25.6,1998-01-30,,21.0,4.6527777778,31.122474747
4048,chic,35.0,29.1,1998-01-31,,31.5,4.5,27.427272727
4049,chic,39.0,31.0,1998-02-01,,23.5,6.2361111111,23.866666667
4050,chic,33.0,26.6,1998-02-02,,19.5,8.7638888889,23.975
4051,chic,34.0,28.9,1998-02-03,,21.5,12.652777778,25.237582345
4052,chic,32.0,25.6,1998-02-04,13.9,12.769230769,24.73852657,14.08442029
4053,chic,32.0,27.4,1998-02-05,,8.0,27.642512077,14.639624506
4054,chic,36.0,29.4,1998-02-06,,14.5,22.7397343,23.5
4055,chic,34.0,28.7,1998-02-07,,25.0,18.111111111,20.691666667
4056,chic,33.0,28.3,1998-02-08,,24.5,23.472222222,20.883333333
4057,chic,35.0,28.8,1998-02-09,,69.0,4.5416666667,45.39469697
4058,chic,39.0,33.9,1998-02-10,29.5,62.846153846,4.9776570048,36.241633729
4059,chic,41.0,38.6,1998-02-11,,34.0,4.2916666667,29.301086957
4060,chic,35.0,28.3,1998-02-12,,16.0,12.180555556,24.283333333
4061,chic,36.0,31.4,1998-02-13,,30.0,5.7805555556,26.091666667
4062,chic,38.0,31.0,1998-02-14,,29.0,3.9583333333,26.633333333
4063,chic,43.0,32.0,1998-02-15,,26.0,7.5833333333,25.833333333
4064,chic,42.0,35.3,1998-02-16,22.55,33.692307692,11.430555556,22.216666667
4065,chic,41.0,38.8,1998-02-17,,16.0,11.291666667,19.681818182
4066,chic,39.0,35.3,1998-02-18,,8.0,14.436868687,22.920869565
4067,chic,40.0,35.0,1998-02-19,,20.5,5.5214646465,27.844400527
4068,chic,39.0,33.5,1998-02-20,,19.5,8.3768939394,27.870238095
4069,chic,38.0,30.1,1998-02-21,,25.5,12.583333333,28.9
4070,chic,44.0,35.0,1998-02-22,27.75,39.076923077,11.833333333,23.3
4071,chic,41.0,29.7,1998-02-23,,29.0,18.958333333,32.00256917
4072,chic,45.0,36.7,1998-02-24,,36.5,7.895531401,30.449242424
4073,chic,42.0,34.6,1998-02-25,,34.5,17.827898551,25.332608696
4074,chic,54.0,36.7,1998-02-26,,31.0,14.402777778,27.867259552
4075,chic,42.0,37.7,1998-02-27,,24.5,14.823067633,26.025
4076,chic,41.0,33.2,1998-02-28,16.5,21.230769231,12.680555556,28.108333333
4077,chic,35.0,28.5,1998-03-01,,11.0,11.0,20.116666667
4078,chic,33.0,31.5,1998-03-02,,20.0,4.1666666667,29.023550725
4079,chic,34.0,30.4,1998-03-03,,9.0,17.611111111,24.781818182
4080,chic,34.0,24.1,1998-03-04,,12.0,21.408816425,23.24254386
4081,chic,36.0,24.1,1998-03-05,,10.5,19.610507246,21.800724638
4082,chic,34.0,27.9,1998-03-06,19.6,31.923076923,9.0946969697,29.224670619
4083,chic,36.0,28.1,1998-03-07,,24.5,22.569444444,20.491666667
4084,chic,38.0,34.2,1998-03-08,,15.0,21.763888889,12.983333333
4085,chic,26.0,20.7,1998-03-09,,23.0,30.029239766,12.347222222
4086,chic,18.0,4.9,1998-03-10,,17.0,20.430555556,24.927083333
4087,chic,18.0,2.3,1998-03-11,,20.0,16.138888889,29.894927536
4088,chic,18.0,6.7,1998-03-12,18.9,36.909090909,15.024456522,32.538913043
4089,chic,29.0,20.7,1998-03-13,,38.0,17.282155797,29.351449275
4090,chic,28.0,14.0,1998-03-14,,18.0,28.263888889,22.383333333
4091,chic,27.0,20.9,1998-03-15,,15.5,29.180555556,24.019202899
4092,chic,30.0,22.6,1998-03-16,,26.0,30.203502415,20.558333333
4093,chic,36.0,31.7,1998-03-17,,37.5,16.305555556,26.328869048
4094,chic,45.0,41.9,1998-03-18,26.4,35.166666667,4.8907004831,31.310547786
4095,chic,37.0,34.2,1998-03-19,,9.0,21.25,22.075
4096,chic,35.0,27.1,1998-03-20,,8.0,39.05,13.227536232
4097,chic,37.0,24.7,1998-03-21,,6.5,37.9,14.741666667
4098,chic,36.0,22.6,1998-03-22,,12.5,26.85,27.058333333
4099,chic,38.0,21.6,1998-03-23,,33.5,18.183333333,38.5
4100,chic,40.0,23.3,1998-03-24,15.95,31.461538462,17.600131752,36.113768116
4101,chic,51.0,38.6,1998-03-25,,30.5,21.832971014,28.981916996
4102,chic,68.0,53.9,1998-03-26,,68.5,35.464855072,17.051515152
4103,chic,67.0,52.3,1998-03-27,,68.5,34.344444444,18.140469917
4104,chic,57.0,50.9,1998-03-28,,15.5,31.229166667,15.270833333
4105,chic,62.0,54.3,1998-03-29,,33.0,22.864583333,16.739583333
4106,chic,73.0,59.4,1998-03-30,15.6,30.083333333,27.25,14.665755735
4107,chic,59.0,51.7,1998-03-31,,21.5,24.675724638,20.316102014
4108,chic,44.0,36.6,1998-04-01,,12.5,20.963768116,19.379347826
4109,chic,44.0,37.1,1998-04-02,9.1,14.5,14.873757336,21.367424242
4110,chic,41.0,35.0,1998-04-03,7.0,10.5,20.604578393,16.88442029
4111,chic,41.0,28.1,1998-04-04,2.1,6.5,29.439393939,13.2
4112,chic,41.0,23.7,1998-04-05,6.4,16.0,21.356060606,23.016666667
4113,chic,48.0,32.6,1998-04-06,14.9,33.5,20.916666667,29.233333333
4114,chic,52.0,39.4,1998-04-07,27.6,43.0,20.343316104,25.181884058
4115,chic,48.0,46.3,1998-04-08,22.7,20.5,9.6612318841,26.203985507
4116,chic,43.0,32.8,1998-04-09,14.3,13.5,26.044120553,16.783498024
4117,chic,46.0,27.0,1998-04-10,11.9,15.5,25.795833333,24.991666667
4118,chic,50.0,34.9,1998-04-11,16.95,31.0,22.433333333,32.575
4119,chic,64.0,38.5,1998-04-12,,34.0,44.883333333,13.575
4120,chic,62.0,46.7,1998-04-13,,40.0,33.825,20.466666667
4121,chic,58.0,48.1,1998-04-14,,24.5,23.518939394,23.731666667
4122,chic,53.0,46.6,1998-04-15,23.6,36.0,15.570697089,26.233366271
4123,chic,42.0,40.0,1998-04-16,8.5,13.0,11.790843215,20.012241985
4124,chic,45.0,30.2,1998-04-17,11.55,20.153846154,18.49571805,30.188103865
4125,chic,50.0,32.1,1998-04-18,16.1,36.0,22.598484848,29.694444444
4126,chic,52.0,33.0,1998-04-19,20.0,26.0,29.303030303,29.840277778
4127,chic,52.0,40.8,1998-04-20,,41.0,24.311100132,34.604166667
4128,chic,50.0,46.2,1998-04-21,,23.5,30.602898551,20.20770202
4129,chic,53.0,37.1,1998-04-22,,21.5,31.315082645,25.52483165
4130,chic,56.0,35.6,1998-04-23,18.5,44.692307692,18.311544796,47.81557971
4131,chic,62.0,36.5,1998-04-24,16.8,44.0,26.775362319,30.439492754
4132,chic,56.0,46.8,1998-04-25,23.2,35.0,30.704545455,22.025
4133,chic,48.0,43.3,1998-04-26,18.4,24.0,28.34469697,12.675
4134,chic,45.0,27.5,1998-04-27,8.5,10.5,31.361495389,12.025
4135,chic,46.0,33.8,1998-04-28,18.2,24.5,22.685606061,21.833333333
4136,chic,54.0,48.4,1998-04-29,29.45,51.0,14.460863576,23.542028986
4137,chic,55.0,51.3,1998-04-30,39.4,34.0,10.786231884,25.313095238
4138,chic,59.0,53.7,1998-05-01,35.4,28.5,14.295125165,31.429045894
4139,chic,57.0,52.0,1998-05-02,33.3,35.0,20.662878788,26.798611111
4140,chic,53.0,50.3,1998-05-03,19.3,18.5,22.882575758,15.784722222
4141,chic,60.0,47.0,1998-05-04,18.9,28.0,21.817358366,27.152777778
4142,chic,62.0,54.1,1998-05-05,28.0,43.0,21.319080129,35.479166667
4143,chic,68.0,56.8,1998-05-06,23.9,35.0,25.022727273,33.032004831
4144,chic,57.0,56.0,1998-05-07,32.1,34.5,24.270421607,33.991666667
4145,chic,62.0,51.3,1998-05-08,16.9,21.0,36.540560888,17.867210145
4146,chic,58.0,43.5,1998-05-09,7.9,13.5,26.678030303,14.59375
4147,chic,58.0,40.1,1998-05-10,6.6,11.0,29.117424242,14.8125
4148,chic,61.0,48.1,1998-05-11,11.75,28.666666667,23.074380165,22.232575758
4149,chic,63.0,55.1,1998-05-12,23.5,46.0,35.247349982,22.975
4150,chic,68.0,52.5,1998-05-13,15.6,35.0,31.668297101,28.940010352
4151,chic,68.0,55.4,1998-05-14,26.2,48.0,35.276646904,38.431818182
4152,chic,75.0,65.8,1998-05-15,56.5,91.0,38.573007246,29.032608696
4153,chic,72.0,50.9,1998-05-16,7.3,37.5,36.254166667,15.583333333
4154,chic,68.0,49.2,1998-05-17,10.6,34.0,28.754166667,31.841666667
4155,chic,76.0,49.4,1998-05-18,13.2,79.0,38.111050725,31.274637681
4156,chic,79.0,61.0,1998-05-19,25.9,78.0,37.38003663,44.208333333
4157,chic,65.0,52.8,1998-05-20,12.2,37.5,21.954528986,34.276119895
4158,chic,64.0,46.9,1998-05-21,5.7,26.0,26.747578936,21.832756917
4159,chic,57.0,47.9,1998-05-22,9.0,28.0,22.734848485,17.388888889
4160,chic,61.0,45.5,1998-05-23,10.1,31.923076923,34.0,14.541666667
4161,chic,61.0,54.3,1998-05-24,19.4,27.0,33.253787879,16.263888889
4162,chic,62.0,48.3,1998-05-25,11.6,17.5,37.946969697,17.3125
4163,chic,63.0,45.7,1998-05-26,27.7,40.5,26.911725955,38.246980676
4164,chic,67.0,52.8,1998-05-27,29.5,59.5,37.261198946,39.269570707
4165,chic,75.0,64.3,1998-05-28,25.6,72.0,34.332227555,30.119565217
4166,chic,74.0,62.3,1998-05-29,12.3,29.846153846,29.0,32.944444444
4167,chic,73.0,62.7,1998-05-30,18.9,49.5,33.473484848,27.680555556
4168,chic,70.0,60.2,1998-05-31,10.4,29.5,40.265151515,11.631944444
4169,chic,63.0,45.7,1998-06-01,10.0,29.5,28.191534914000002,21.736111111
4170,chic,63.0,50.7,1998-06-02,7.8,38.5,26.732932088,22.011904762
4171,chic,55.0,45.7,1998-06-03,7.1,22.0,14.867753623,24.515645586
4172,chic,56.0,37.7,1998-06-04,6.85,26.5,23.338768116,24.673611111
4173,chic,50.0,41.6,1998-06-05,9.4,9.5,21.355895916,14.263888889
4174,chic,54.0,38.9,1998-06-06,11.8,20.5,9.125,28.770833333
4175,chic,58.0,41.1,1998-06-07,8.4,15.0,23.893939394,20.020833333
4176,chic,56.0,46.0,1998-06-08,19.0,33.5,18.475955204,31.0
4177,chic,61.0,59.0,1998-06-09,33.8,26.0,17.890810277,25.496678744
4178,chic,68.0,58.0,1998-06-10,27.15,37.0,23.241600791,25.755901405
4179,chic,68.0,65.8,1998-06-11,23.1,31.5,18.768774704,27.445350242
4180,chic,74.0,61.5,1998-06-12,11.7,27.0,33.762396694,19.742451691
4181,chic,69.0,58.2,1998-06-13,15.5,18.5,33.564393939,23.368055556
4182,chic,67.0,57.5,1998-06-14,20.0,26.5,29.090909091,27.340277778
4183,chic,70.0,58.7,1998-06-15,19.4,23.0,29.634297521,21.555555556
4184,chic,70.0,61.2,1998-06-16,14.1,39.5,16.033267457,31.314484127
4185,chic,73.0,63.7,1998-06-17,20.3,37.0,22.492259552,31.13647343
4186,chic,77.0,69.3,1998-06-18,22.0,52.5,37.262730353,25.679292929
4187,chic,73.0,61.2,1998-06-19,9.7,28.0,32.883893281,23.270833333
4188,chic,78.0,68.0,1998-06-20,16.7,33.0,33.882575758,26.173611111
4189,chic,79.0,66.0,1998-06-21,13.7,21.5,34.46969697,22.118055556
4190,chic,74.0,61.9,1998-06-22,12.55,31.083333333,28.768939394,24.361111111
4191,chic,74.0,60.6,1998-06-23,15.7,38.5,41.721343874,29.348484848
4192,chic,83.0,70.2,1998-06-24,25.4,59.0,37.882650617,28.765206412
4193,chic,83.0,70.8,1998-06-25,21.3,58.5,45.459980237,19.775664251
4194,chic,79.0,68.4,1998-06-26,15.6,34.0,39.07176764,24.546497585
4195,chic,82.0,70.3,1998-06-27,21.4,43.0,49.655525847,21.152777778
4196,chic,78.0,69.0,1998-06-28,11.45,22.181818182,40.823174931,18.326388889
4197,chic,77.0,68.2,1998-06-29,14.6,31.0,22.815687935,30.934480676
4198,chic,74.0,60.5,1998-06-30,9.1,19.5,28.320322793,18.763285024
4199,chic,70.0,56.7,1998-07-01,22.1,27.5,25.444664032,20.173611111
4200,chic,73.0,57.8,1998-07-02,25.7,53.5,28.428030303,31.566468254
4201,chic,79.0,65.4,1998-07-03,21.6,43.5,35.143939394,24.930555556
4202,chic,69.0,62.4,1998-07-04,15.25,23.923076923,26.560606061,12.430555556
4203,chic,70.0,56.3,1998-07-05,8.2,19.0,26.931818182,11.715277778
4204,chic,78.0,69.0,1998-07-06,24.4,36.5,31.587944664,24.555555556
4205,chic,72.0,66.7,1998-07-07,18.8,31.5,35.76284585,16.185515873
4206,chic,74.0,64.9,1998-07-08,14.7,19.5,36.114295125,16.03321256
4207,chic,75.0,64.2,1998-07-09,25.4,33.0,33.604383759,26.451449275
4208,chic,73.0,62.4,1998-07-10,20.6,30.916666667,31.491735537,19.546023119
4209,chic,71.0,55.9,1998-07-11,13.5,23.0,39.791666667,18.666666667
4210,chic,71.0,55.6,1998-07-12,19.8,26.0,39.689393939,25.736111111
4211,chic,73.0,60.3,1998-07-13,30.3,64.5,37.018864535,37.930555556
4212,chic,78.0,67.1,1998-07-14,41.4,75.0,40.080901728,32.590536577
4213,chic,79.0,66.1,1998-07-15,32.6,57.5,40.230701282,24.525966184
4214,chic,80.0,57.9,1998-07-16,,32.583333333,24.805072464,23.044219368
4215,chic,75.0,64.7,1998-07-17,,39.5,29.161796537,17.798611111
4216,chic,77.0,65.5,1998-07-18,,52.5,32.875,31.395833333
4217,chic,81.0,71.8,1998-07-19,,32.0,36.170454545,17.125
4218,chic,79.0,68.1,1998-07-20,,36.5,29.234848485,26.868055556
4219,chic,85.0,72.9,1998-07-21,,60.5,36.890491875,22.136363636
4220,chic,76.0,67.6,1998-07-22,9.8,23.833333333,20.594322673,27.948342117
4221,chic,73.0,56.6,1998-07-23,13.7,35.0,22.104249012,21.655220685
4222,chic,72.0,51.1,1998-07-24,8.5,25.5,22.70685112,23.41968599
4223,chic,70.0,55.4,1998-07-25,11.3,28.5,25.386363636,25.284722222
4224,chic,70.0,56.8,1998-07-26,11.6,23.0,28.598484848,21.666666667
4225,chic,74.0,65.1,1998-07-27,25.2,44.0,30.003787879,22.116792929
4226,chic,79.0,64.9,1998-07-28,11.35,44.153846154,26.954216074,20.075757576
4227,chic,77.0,55.2,1998-07-29,16.0,20.0,34.114295125,15.242236025
4228,chic,72.0,57.5,1998-07-30,16.8,29.0,21.855566535,23.26660628
4229,chic,71.0,54.7,1998-07-31,13.9,12.0,26.34914361,10.124615722
4230,chic,72.0,57.3,1998-08-01,11.8,30.0,32.784090909,20.319444444
4231,chic,72.0,55.9,1998-08-02,11.6,29.0,40.553030303,23.930555556
4232,chic,78.0,64.8,1998-08-03,36.4,61.538461538,34.802206851,24.715277778
4233,chic,70.0,68.6,1998-08-04,16.0,25.5,21.275556953,26.948863636
4234,chic,76.0,70.7,1998-08-05,,27.0,24.072628458,20.229166667
4235,chic,78.0,71.3,1998-08-06,,36.0,22.883818421,20.115173474
4236,chic,75.0,70.8,1998-08-07,,30.0,12.684486166,25.680555556
4237,chic,77.0,70.7,1998-08-08,,30.0,20.8125,19.076388889
4238,chic,77.0,70.1,1998-08-09,32.5,35.615384615,22.766666667,23.569444444
4239,chic,76.0,68.5,1998-08-10,,33.0,29.897077179,22.177631579
4240,chic,71.0,63.4,1998-08-11,,35.0,25.193181818,15.688982213
4241,chic,70.0,60.9,1998-08-12,20.7,29.0,30.586282788,15.432229908
4242,chic,71.0,60.2,1998-08-13,22.9,41.5,32.950323392,27.897727273
4243,chic,71.0,64.4,1998-08-14,28.4,60.0,28.310950413,42.229166667
4244,chic,71.0,64.3,1998-08-15,13.95,28.461538462,22.992424242,20.743055556
4245,chic,72.0,62.9,1998-08-16,16.4,24.5,29.037878788,17.743055556
4246,chic,75.0,69.0,1998-08-17,29.0,53.5,25.578839639,31.534722222
4247,chic,68.0,63.9,1998-08-18,8.8,16.5,23.267786561,16.22054787
4248,chic,69.0,55.1,1998-08-19,16.0,34.0,22.775338792,20.965277778
4249,chic,73.0,65.4,1998-08-20,24.4,51.5,27.133893281,32.763449715
4250,chic,80.0,70.8,1998-08-21,29.3,48.272727273,33.168174884,24.826388889
4251,chic,78.0,69.5,1998-08-22,21.3,40.0,34.10745614,18.104166667
4252,chic,81.0,71.2,1998-08-23,39.6,59.0,45.863636364,14.326388889
4253,chic,76.0,71.4,1998-08-24,23.4,54.0,20.87774484,27.116243961
4254,chic,76.0,63.9,1998-08-25,13.2,26.5,26.916042577,23.625
4255,chic,73.0,60.9,1998-08-26,14.8,34.0,26.782444005,26.089838603
4256,chic,72.0,64.5,1998-08-27,18.95,32.416666667,28.263429752,27.307092666
4257,chic,69.0,66.4,1998-08-28,21.5,35.5,14.712121212,33.146825397
4258,chic,76.0,63.1,1998-08-29,11.3,29.0,22.037878788,23.75
4259,chic,70.0,55.7,1998-08-30,7.2,20.0,23.488636364,18.805555556
4260,chic,69.0,54.6,1998-08-31,8.6,28.0,20.158342316,24.586489899
4261,chic,69.0,58.5,1998-09-01,14.3,45.0,19.47697329,31.972132035
4262,chic,65.0,50.1,1998-09-02,24.15,44.692307692,22.676383399,28.077020202
4263,chic,68.0,57.9,1998-09-03,19.3,42.0,25.617424242,31.740985162
4264,chic,69.0,54.2,1998-09-04,14.7,25.5,36.789855072,20.093253968
4265,chic,70.0,61.4,1998-09-05,27.3,45.0,33.066666667,37.041666667
4266,chic,81.0,70.4,1998-09-06,31.5,50.5,50.6625,20.3125
4267,chic,66.0,57.1,1998-09-07,10.3,21.5,30.375,14.486111111
4268,chic,63.0,46.9,1998-09-08,5.15,14.692307692,18.028236915,16.906181379
4269,chic,63.0,50.3,1998-09-09,7.4,17.5,16.171277997,20.707427536
4270,chic,63.0,52.8,1998-09-10,14.8,39.5,17.325128758,35.664772727
4271,chic,71.0,53.1,1998-09-11,21.7,48.0,30.593768715,44.892512077
4272,chic,74.0,56.7,1998-09-12,24.5,57.0,37.393939394,44.451388889
4273,chic,74.0,62.7,1998-09-13,28.1,58.5,37.075757576,37.763888889
4274,chic,72.0,67.5,1998-09-14,26.45,48.0,24.151185771,27.875
4275,chic,70.0,67.0,1998-09-15,11.2,18.0,16.509716733,14.758080808
4276,chic,72.0,64.9,1998-09-16,12.9,17.5,25.589247215,12.284456406
4277,chic,68.0,58.4,1998-09-17,15.3,21.5,28.644268775,17.197368421
4278,chic,68.0,57.8,1998-09-18,20.9,46.0,28.234683794,27.550422705
